"","Geo_FIPS","X","fips10","incpc.0","dpov.0","npov.0","pop.0","incpc.1","dpov.1","npov.1","pop.1","incpc.2","dpov.2","npov.2","pop.2","incpc.3","dpov.3","npov.3","pop.3","incpc.4","dpov.4","npov.4","pop.4","trtid10","trctpop7","tractid","state","county","tract","placefp10","cbsa10","metdiv10","ccflag10","pop70","asian70","pop80","nhwht80","nhblk80","asian80","hisp80","pop90","nhwht90","nhblk90","asian90","hisp90","pop00","nhwht00","nhblk00","asian00","hisp00","pop10","nhwht10","nhblk10","asian10","hisp10","nhwht70","nhblk70","hisp70","wbha70","wbha80","wbha90","wbha00","wbha10","pw70","pb70","ph70","pa70","pw80","pb80","ph80","pa80","pw90","pb90","ph90","pa90","pw00","pb00","ph00","pa00","pw10","pb10","ph10","pa10","trtid10str"
"479","24033801500",22524,24033801500,9054.94873046875,5962.64329362746,6,121,8083.99997306097,2978.99999007281,4,60,17230.9999425796,2869.99999043604,2,58,22102,2625,2,52,29529,2189,2,44,2.403e+10,3596,2.403e+10,"MD","Prince George's County","Census Tract 8015",28725,47900,47894,0,5961.773,2,3001,28,27,3,2,2890,15,39,2,2,2620,6,42,2,2,2506,4,38,2,6,105,8,2,5901.914,2999,2879,2612,2487,0.8907281,0.0696384,0.0184686,0.021165,0.4694898,0.4561521,0.0260087,0.0483495,0.2618965,0.6762765,0.0281348,0.0336923,0.1232772,0.8104901,0.0290965,0.0371363,0.070768,0.7736228,0.1166064,0.0390028,"24033801500"
"480","24033801600",22525,24033801600,3621.83764648438,3514.35041447722,7,70,6545.99991011327,3686.99994937177,11,74,13452.9998152694,3582.99995079985,4,72,17738,2940,4,59,22830,2692,5,54,2.403e+10,4831,2.403e+10,"MD","Prince George's County","Census Tract 8016",32350,47900,47894,0,3541.994,2,3700,4,69,0,1,3603,2,69,0,1,2961,1,57,0,1,2813,1,51,0,4,49,18,3,3593.664,3692,3586,2960,2803,0.6784163,0.2529452,0.0386792,0.0299593,0.0492958,0.9303901,0.0135428,0.0067714,0.0253765,0.9592861,0.0117122,0.0036252,0.0125,0.9621621,0.0182432,0.0070946,0.0092758,0.915091,0.0709954,0.0046379,"24033801600"
"481","24033801701",22526,24033801701,6203.7080078125,5975.99989734922,4,123,8978.99984576618,3838.99993405684,7,77,17437.9997004645,4449.99992356159,4,90,23244,4494,8,91,31258,3788,7,76,2.403e+10,5976,2.403e+10,"MD","Prince George's County","Census Tract 8017.01",77100,47900,47894,0,5976,1,3896,55,20,2,2,4471,31,53,2,3,4533,9,75,1,5,4195,4,75,1,4,117,0,2,5988,3874,4456,4509,4162,0.9774549,0.001169,0.0155311,0.005845,0.7070212,0.2521941,0.0193598,0.0214249,0.3440305,0.5996409,0.0285009,0.0278276,0.0975826,0.8332224,0.0538922,0.0153027,0.0490149,0.895483,0.0449303,0.0105718,"24033801701"
"482","24033801702",22527,24033801702,5618.20458984375,2788.00004327884,2,57,9000.0001397093,2840.00004408605,5,57,17775.0002759259,2601.00004037599,1,52,19759,3450,8,70,27571,3709,14,74,2.403e+10,2788,2.403e+10,"MD","Prince George's County","Census Tract 8017.02",77100,47900,47894,0,2784,1,2893,49,6,1,1,2591,20,29,1,1,3394,5,60,1,2,3737,2,66,1,5,54,0,2,2833,2872,2569,3377,3727,0.9488175,0.0077656,0.0321214,0.0112954,0.849234,0.1044568,0.0254178,0.0208914,0.3947061,0.5593616,0.0245232,0.0214091,0.071069,0.8919159,0.0272431,0.009772,0.0330024,0.880601,0.0735176,0.012879,"24033801702"
"483","24033801704",22528,24033801704,6454.47998046875,3949.99990038076,1,74,7587.99980863018,4639.99988297892,10,94,13955.9996480288,5266.99986716594,10,109,19504,4918,9,99,24590,5680,13,116,2.403e+10,3950,2.403e+10,"MD","Prince George's County","Census Tract 8017.04",32350,47900,47894,0,3950,1,4690,9,82,1,1,5436,6,101,0,1,4948,2,94,0,1,5467,2,102,0,4,64,14,3,4059,4675,5422,4928,5454,0.7854151,0.1692535,0.0339985,0.0113328,0.1007487,0.8802139,0.0130481,0.0059893,0.051457,0.933235,0.0108816,0.0044264,0.0243506,0.9581981,0.0133929,0.0040584,0.0161349,0.9393106,0.0399707,0.0045838,"24033801704"
"484","24033801706",22529,24033801706,3041.85220336914,2007.72113568811,1,38,8075.99983024053,1640.99996550578,0,33,15063.9996833511,2052.99995684544,2,41,20734,1843,4,37,25779,1634,3,33,2.403e+10,3803,2.403e+10,"MD","Prince George's County","Census Tract 8017.06",50750,47900,47894,0,1905.364,1,1794,14,21,0,0,2085,7,34,0,1,1938,3,35,0,1,1522,1,26,1,2,33,4,3,2025.978,1780,2082,1930,1505,0.8262677,0.0937819,0.0656473,0.0143031,0.397191,0.5876405,0.005618,0.0095506,0.1666667,0.8049952,0.0168108,0.0115274,0.0813472,0.8953368,0.0134715,0.0098446,0.0478405,0.869103,0.0591362,0.0239203,"24033801706"
"485","24033801707",22530,24033801707,2595.17724609375,5405.77598227928,8,105,NA,NA,NA,103,7258.90660575691,5526.92649770069,10,111,18409.6352707744,6297.48070836067,18,126,22559,6215,16,125,2.403e+10,6668.33235,2.403e+10,"MD","Prince George's County","Census Tract 8017.07",32350,47900,47894,0,5402.101,3,5145.479,22,72,6,3,5565.994,11,96,2,2,6323.47,4,118,2,2,6175,2,106,2,14,95,7,5,5458.476,5138.425,5554.057,6309.476,6156,0.8667255,0.0602732,0.0496277,0.0233735,0.2127772,0.7022175,0.0255544,0.0594509,0.0976944,0.8635209,0.0194412,0.0193435,0.0327947,0.9367871,0.0145754,0.0158428,0.0178687,0.8578622,0.1109487,0.0133203,"24033801707"
"486","24033801708",22531,24033801708,2187.67578125,4556.94687983184,7,89,NA,NA,NA,87,6119.09352500641,4659.07360186241,9,94,19693.3652625509,3741.51947407669,8,75,26349,3503,3,70,2.403e+10,3627.667843,2.403e+10,"MD","Prince George's County","Census Tract 8017.08",32350,47900,47894,0,4553.849,2,4337.521,18,61,5,2,4692.006,9,81,2,2,3748.53,5,67,1,1,3425,3,59,1,5,80,6,3,4520.659,4331.575,4681.943,3739.524,3397,0.8821723,0.0612743,0.0327626,0.0237909,0.2127772,0.7022176,0.0255544,0.0594509,0.0976944,0.8635209,0.0194412,0.0193435,0.06848,0.8991423,0.0152524,0.0171252,0.0441566,0.8666471,0.0682956,0.0209008,"24033801708"
"487","24033801801",22532,24033801801,3985.56649017334,3184.29492860653,7,55,7590.00007598894,2374.00002376782,3,47,15961.000159797,2330.0000233273,2,47,18237,2136,3,43,25345,2067,4,42,2.403e+10,3834,2.403e+10,"MD","Prince George's County","Census Tract 8018.01",50750,47900,47894,0,2584.498,0,2330,16,28,1,1,2171,5,37,1,1,2099,2,39,0,1,1966,1,36,0,2,48,1,3,2633.55,2285,2165,2090,1954,0.9200509,0.0220235,0.049363,0.0085626,0.3492341,0.619256,0.0196937,0.0118162,0.1168591,0.8443418,0.0152425,0.0235566,0.0473684,0.9258373,0.0162679,0.0105263,0.0281474,0.9109519,0.0527124,0.0081883,"24033801801"
"488","24033801802",22533,24033801802,4808.22559356689,5697.08560677841,10,115,7586.37854486001,4607.76361163254,9,92,16044.4220386204,4197.44508096178,5,84,21080,4061,8,81,28233,3828,4,77,2.403e+10,5791,2.403e+10,"MD","Prince George's County","Census Tract 8018.02",38975,47900,47894,0,5697.085,1,4536.8,38,50,1,2,4328.5,13,72,1,1,4133,5,76,0,1,3855,2,73,0,2,111,3,3,5810.136,4516.761,4317.477,4127,3840,0.9514408,0.0216862,0.0222026,0.0046704,0.4182184,0.5582592,0.016637,0.0068853,0.1519566,0.8294731,0.0113759,0.0071945,0.0550036,0.9268234,0.0133269,0.0048461,0.0203125,0.95,0.0231771,0.0065104,"24033801802"
"489","24033801804",22534,24033801804,6409.7138671875,2680.9999769039,1,52,11601.9999000519,2389.99997941079,2,48,18643.9998393869,2157.9999814094,0,43,24876,2130,2,43,34085,1980,6,40,2.403e+10,2681,2.403e+10,"MD","Prince George's County","Census Tract 8018.04",38975,47900,47894,0,2681,0,2390,16,31,0,0,2227,7,37,0,0,2122,2,39,0,1,2022,1,35,0,3,45,8,3,2804,2368,2220,2113,2013,0.7942225,0.1483595,0.0531384,0.0042796,0.3293919,0.6613176,0.0029561,0.0063345,0.1612613,0.8315315,0.004955,0.0022523,0.0586843,0.923805,0.0141978,0.0033128,0.0332837,0.8782911,0.082464,0.0059613,"24033801804"
"490","24033801805",22535,24033801805,5742.734375,2817.99993145448,2,60,9102.99977857705,2417.99994118415,4,48,16630.9995954647,2505.99993904362,3,50,21970,2302,4,46,26204,2272,1,45,2.403e+10,2818,2.403e+10,"MD","Prince George's County","Census Tract 8018.05",38975,47900,47894,0,2818,0,2427,8,39,0,0,2445,4,45,0,0,2310,2,43,0,0,2763,2,52,0,1,41,11,1,2701,2419,2442,2301,2745,0.7649019,0.2102925,0.0199926,0.004813,0.1711451,0.8139727,0.0095081,0.0053741,0.0733006,0.9135954,0.007371,0.005733,0.0386788,0.9435028,0.0108648,0.0069535,0.028051,0.9464481,0.0204007,0.0051002,"24033801805"
"491","24033801807",22536,24033801807,6820.75927734375,5849.03833598423,6,113,7241.55273400914,5924.57696124095,8,119,11796.1846489766,6267.78882929569,8,126,22083,4709,9,94,31932,4785,10,97,2.403e+10,3483,2.403e+10,"MD","Prince George's County","Census Tract 8018.07",38975,47900,47894,0,5820.348,1,5942.717,30,86,1,1,6295.362,11,113,1,1,4717,2,91,0,1,4685,2,90,0,2,87,27,1,5825.673,5923.125,6283.752,4708,4677,0.748583,0.2349943,0.0051496,0.0112731,0.2544408,0.7247336,0.0123729,0.0084528,0.0856813,0.9001155,0.0092379,0.0049654,0.0186916,0.9677145,0.0108326,0.0027613,0.0160359,0.9574513,0.0228779,0.0036348,"24033801807"
"492","24033801808",22537,24033801808,2849.31018066406,2585.85947075508,3,49,2724.0688594829,2228.6595428535,3,45,4437.39353192521,2357.76621324783,3,47,22813,3661,3,74,31515,3594,5,72,2.403e+10,2413,2.403e+10,"MD","Prince George's County","Census Tract 8018.08",38975,47900,47894,0,2530.704,1,2235.483,11,32,0,1,2368.138,4,43,0,0,3686,4,69,0,1,3689,1,68,0,4,38,12,0,2540.663,2228.114,2363.771,3671,3674,0.7439003,0.2377332,0.0082656,0.010101,0.2544408,0.7247336,0.0123729,0.0084528,0.0856813,0.9001154,0.0092379,0.0049654,0.0533914,0.9359847,0.0089894,0.0016344,0.0174197,0.9305934,0.0481764,0.0038106,"24033801808"
"493","24033801901",22538,24033801901,6480.724609375,6376.58586354538,4,145,11649.7118715883,5323.92731506179,1,106,21439.5451952132,4776.55167366332,2,97,29719,4682,2,94,35518,4712,5,96,2.403e+10,6457,2.403e+10,"MD","Prince George's County","Census Tract 8019.01",12600,47900,47894,0,6372.636,1,5239.024,82,18,2,2,4849.468,48,44,2,2,4706,21,69,2,2,4909,11,78,3,6,124,1,3,6455.079,5204.064,4819.503,4673,4883,0.9572308,0.0114638,0.0199843,0.0113211,0.787524,0.171785,0.0166987,0.0239923,0.4974093,0.4603108,0.0184456,0.0238342,0.225337,0.7374278,0.0164776,0.0207575,0.110383,0.797051,0.0655335,0.0270326,"24033801901"
"494","24033801904",22539,24033801904,5965.92129385285,4212.23989734201,2,77,9715.10004592883,3715.8455614821,3,74,18531.7920465773,3404.35652836473,3,68,23481.3213072605,3280.59285011282,7,66,26257,3462,4,70,2.403e+10,4131.27628,2.403e+10,"MD","Prince George's County","Census Tract 8019.04",12600,47900,47894,0,4212.188,2,3649.017,54,14,3,2,3408.876,29,35,2,2,3373.863,12,49,2,3,3405,6,51,1,9,78,4,2,4269.664,3616.615,3385.723,3342.544,3381,0.9122497,0.0475447,0.0197958,0.0204097,0.7425486,0.1982054,0.0222124,0.0370336,0.4249928,0.5181823,0.0237485,0.0330765,0.1859779,0.7378877,0.0516507,0.0244837,0.0925762,0.7574682,0.1325052,0.0174505,"24033801904"
"495","24033801905",22540,24033801905,3646.07470703125,5060.43205512757,4,108,8207.99995999435,3029.99998523183,3,61,17945.9999125315,3135.99998471519,2,63,25352,3416,1,68,34907,4780,3,96,2.403e+10,3813,2.403e+10,"MD","Prince George's County","Census Tract 8019.05",12600,47900,47894,0,5138.72,1,3046,35,24,1,1,3115,23,36,2,1,3425,12,52,2,1,4696,8,77,3,5,94,4,0,4927.72,3031,3112,3405,4668,0.9493234,0.0432249,0.0014205,0.0060313,0.5767074,0.3978885,0.0095678,0.0158364,0.3637532,0.5819409,0.0147815,0.0395244,0.1814978,0.7709251,0.0143906,0.0331865,0.087832,0.819623,0.0574122,0.0351328,"24033801905"
"496","24033801906",22541,24033801906,1383.78161621094,1920.56768230957,2,41,6830.99989383639,2831.99995598663,5,57,15021.9997665364,2584.99995982536,2,52,20167,2376,3,48,24906,2208,4,44,2.403e+10,3168,2.403e+10,"MD","Prince George's County","Census Tract 8019.06",53625,47900,47894,0,1950.28,0,2847,44,11,1,1,2588,28,20,1,2,2379,12,33,1,1,1966,6,27,1,4,36,2,0,1898.28,2823,2557,2349,1951,0.9487538,0.0426702,0.002634,0.005942,0.7775416,0.1958909,0.0170032,0.0095643,0.5533829,0.4000782,0.0340242,0.0125147,0.2584078,0.7028522,0.0200085,0.0187314,0.1609431,0.6981035,0.1143004,0.026653,"24033801906"
"497","24033801907",22542,24033801907,3071.9716796875,3451.25798813402,3,70,4850.78386521199,2790.49657979048,3,56,8913.98844325137,3190.57679276315,3,64,10763.9186949134,3679.22808820009,5,74,37013,3666,7,73,2.403e+10,3451.257862,2.403e+10,"MD","Prince George's County","Census Tract 8019.07",72350,47900,47894,0,3472.394,1,2818.678,23,32,0,1,3207.184,11,52,1,1,3719.991,4,68,1,1,3528,3,63,1,3,65,2,2,3530.922,2794.019,3198.125,3701.874,3515,0.9269534,0.0325694,0.0307855,0.0096917,0.4149856,0.568804,0.0115274,0.004683,0.1656963,0.8081826,0.0168371,0.009284,0.0526101,0.9248232,0.0138662,0.0087004,0.0446657,0.8955903,0.0426743,0.0170697,"24033801907"
"498","24033801908",22543,24033801908,3025.2900390625,3398.8124919816,3,69,4777.07110093477,2748.09204841615,3,55,8778.53101056723,3142.09262163361,3,63,10600.3498352766,3623.31841814518,5,73,24610,3726,2,75,2.403e+10,3398.812435,2.403e+10,"MD","Prince George's County","Census Tract 8019.08",72350,47900,47894,0,3419.628,1,2775.845,23,31,0,1,3158.447,10,51,1,1,3663.462,4,67,1,1,3363,1,64,0,2,64,2,2,3476.75,2751.561,3149.527,3645.62,3342,0.9270152,0.0325016,0.03079,0.0096932,0.4149856,0.568804,0.0115274,0.004683,0.1656963,0.8081825,0.0168371,0.009284,0.0526101,0.9248232,0.0138662,0.0087004,0.0146619,0.9506283,0.0308199,0.0038899,"24033801908"
"499","24033802001",22544,24033802001,4884.50830078125,5814.00005736208,8,117,6894.00006801757,5604.00005529018,11,112,14294.0001410274,5726.00005649385,11,116,17674,5585,16,112,24658,5581,4,112,2.403e+10,5814,2.403e+10,"MD","Prince George's County","Census Tract 8020.01",75725,47900,47894,0,5817,2,5624,63,43,3,3,5878,16,96,3,2,5595,4,104,1,2,5702,2,103,1,8,100,11,5,5911,5582,5844,5575,5673,0.8450347,0.0965996,0.0448317,0.0135341,0.5625224,0.3830169,0.0299176,0.0245432,0.137577,0.8218686,0.0157426,0.0248118,0.0394619,0.9327354,0.021704,0.0060987,0.018685,0.9062225,0.0701569,0.0049357,"24033802001"
"500","24033802002",22545,24033802002,6989.45385742188,5057.57631942333,8,96,16595.0000702997,3650.00001546213,10,73,33303.0001410781,3767.00001595776,10,75,21218,3936,7,79,29754,3507,2,70,2.403e+10,7887,2.403e+10,"MD","Prince George's County","Census Tract 8020.02",75725,47900,47894,0,5039.715,1,3622,32,37,2,2,3739,11,61,2,1,3936,4,70,1,4,3747,2,69,0,4,94,3,2,5010.892,3596,3724,3918,3737,0.940152,0.0255444,0.0223513,0.0119523,0.4382647,0.5116796,0.0216908,0.0283649,0.1447368,0.8144468,0.0182599,0.0225564,0.0469627,0.8902501,0.0495151,0.0132721,0.02114,0.917581,0.0569976,0.0042815,"24033802002"
"501","24033802103",22546,24033802103,4974.58935546875,3755.00004598161,5,76,8572.00010496788,2320.00002840941,1,47,17401.0002130828,2352.00002880127,3,47,23645,2951,2,59,35636,2674,1,53,2.403e+10,3755,2.403e+10,"MD","Prince George's County","Census Tract 8021.03",29000,47900,47894,0,3873,1,2303,36,8,0,0,2322,20,25,1,0,2970,9,48,1,1,3079,4,52,1,5,73,3,2,3930,2281,2312,2954,3053,0.9328244,0.0348601,0.0201018,0.0122137,0.7943884,0.1863218,0.0083297,0.0109601,0.4312284,0.5397924,0.0086505,0.0203287,0.1536899,0.8141503,0.0182803,0.0138795,0.0605961,0.8450704,0.0743531,0.0199803,"24033802103"
"502","24033802104",22547,24033802104,3649.412109375,3543.77606154221,4,74,9599.0002764234,2230.00006421754,2,45,19931.0005739551,1992.00005736383,1,40,24121,2104,2,42,27375,2000,1,40,2.403e+10,1052,2.403e+10,"MD","Prince George's County","Census Tract 8021.04",29000,47900,47894,0,3548.595,1,2201,35,7,1,1,2019,14,25,0,1,2095,5,36,0,1,2005,2,35,1,2,64,4,0,3477.484,2179,2005,2085,1993,0.9248065,0.060676,0.0040259,0.0104915,0.8095456,0.155117,0.0224874,0.0128499,0.3551122,0.6134663,0.0204489,0.0109726,0.1160671,0.853717,0.0191847,0.0110312,0.0526844,0.8780733,0.0541897,0.0150527,"24033802104"
"503","24033802106",22548,24033802106,2349.00048828125,2507.607643057,2,49,3594.29680053516,3916.68062056742,9,79,7864.46845183971,4408.17454970433,8,89,9237.71079474688,4896.275169909,16,99,21605,4343,11,87,2.403e+10,2316.638916,2.403e+10,"MD","Prince George's County","Census Tract 8021.06",75725,47900,47894,0,2507.066,1,4024.142,15,63,1,1,4444.372,5,82,1,1,4940.391,1,95,1,2,4508,1,84,0,4,46,2,1,2466.871,4000.953,4431.364,4909.849,4487,0.9323553,0.0429694,0.0121514,0.0125238,0.190557,0.7824427,0.0117331,0.0152672,0.0515635,0.9290363,0.013529,0.0058711,0.0137081,0.9639443,0.0167031,0.0056445,0.0104747,0.9407176,0.0468019,0.0020058,"24033802106"
"504","24033802107",22549,24033802107,1804.21746826172,1926.04029117452,2,37,2760.70320468115,3008.31938511675,7,61,6040.53155957378,3385.82545669313,6,68,7095.28969201446,3760.7250880897,12,76,21095,4323,7,87,2.403e+10,1779.361206,2.403e+10,"MD","Prince George's County","Census Tract 8021.07",75725,47900,47894,0,1925.625,0,3090.858,12,48,1,1,3413.628,4,63,0,1,3794.609,1,73,0,1,3560,1,68,0,2,35,2,0,1895.753,3073.047,3403.636,3771.151,3547,0.9320832,0.0432546,0.012145,0.0125172,0.190557,0.7824427,0.0117331,0.0152672,0.0515635,0.9290364,0.013529,0.0058711,0.0137081,0.9639443,0.0167031,0.0056445,0.0191711,0.9523541,0.0225543,0.0059205,"24033802107"
"505","24033802201",22550,24033802201,4785.8816986084,808.977130722907,1,9,344.167691248862,131.829376610701,0,22,18663.3752316661,1457.06994628454,1,29,23525,1993,2,40,28904,1733,3,35,2.403e+10,1176,2.403e+10,"MD","Prince George's County","Census Tract 8022.01",83290,47900,47894,0,833.0994,0,1127.311,11,11,0,0,1334.351,5,20,0,0,2096,11,29,0,1,1872,6,30,0,1,7,9,0,828.1613,1115.388,1326.669,2065,1855,0.422623,0.5663148,0.007245,0.0038173,0.4707193,0.5133183,0.0154951,0.0004673,0.2025481,0.7659075,0.015742,0.0158024,0.2556901,0.7094431,0.0271186,0.0077482,0.1514825,0.806469,0.0366577,0.0053908,"24033802201"
"506","24033802203",22551,24033802203,3031.81396484375,5480.71615392031,6,113,7626.55664450636,4385.88551254116,3,104,16201.0000482562,5023.00001496148,5,104,20606,4610,7,96,25988,4709,4,96,2.403e+10,5528,2.403e+10,"MD","Prince George's County","Census Tract 8022.03",29000,47900,47894,0,5444.502,1,5178.076,69,32,1,2,5112,33,67,1,1,4791,12,81,1,1,4655,5,81,1,6,97,9,3,5463.544,5151.93,5096,4768,4632,0.8873361,0.0805338,0.0263565,0.0057736,0.6652736,0.3080518,0.0146351,0.0120394,0.3257457,0.6534537,0.0088305,0.0119702,0.1258389,0.8473154,0.0121644,0.0146812,0.0591537,0.8728411,0.0613126,0.0066926,"24033802203"
"507","24033802204",22552,24033802204,3872.45804001763,5892.83329147147,6,122,1501.80684650616,413.05514866601,1,101,18716.832236183,5137.21335571209,2,104,24206.1773409785,5598.18787626497,6,112,32457,5689,4,114,2.403e+10,5615.237807,2.403e+10,"MD","Prince George's County","Census Tract 8022.04",29000,47900,47894,0,5857.343,1,5056.313,31,68,1,1,5165.21,13,88,1,1,5524.189,7,102,1,1,6376,3,118,1,5,107,9,3,5975.383,5037.32,5142.21,5507.188,6350,0.8934993,0.075811,0.02477,0.0059197,0.3059678,0.677489,0.0113012,0.0052419,0.1306972,0.8525774,0.0110852,0.0056401,0.0635578,0.9220966,0.0088977,0.0054479,0.0272441,0.9283465,0.036063,0.0083465,"24033802204"
"508","24033802301",22553,24033802301,4265.01623535156,4676.27043770966,2,101,118.414778141301,68.0980531751263,0,83,16367.0579214764,4195.9893773402,4,85,23149.4242119789,3694.11023378372,1,75,27181,3971,3,80,2.403e+10,4675.873765,2.403e+10,"MD","Prince George's County","Census Tract 8023.01",23025,47900,47894,0,4671.868,1,4064.797,56,23,1,1,4130.005,29,52,1,1,3728.102,10,63,1,1,3674,4,64,1,4,89,2,4,4795.38,4047.812,4119.008,3707.107,3649,0.9323556,0.0196022,0.0412798,0.0067624,0.6977312,0.2847992,0.0092259,0.0082437,0.3468447,0.6291263,0.011165,0.0128641,0.1299892,0.8478964,0.0078209,0.0142934,0.0611126,0.8731159,0.0570019,0.0087695,"24033802301"
"509","24033802404",22554,24033802404,4927.31088723242,4087.43436632688,9,70,11568.2214758817,4235.96119064996,10,85,14188.1095625936,4771.79718381537,12,96,16546.3982876655,4456.70186451841,12,90,21540,4519,17,91,2.403e+10,4881.888395,2.403e+10,"MD","Prince George's County","Census Tract 8024.04",81250,47900,47894,0,4079.341,1,4317.813,18,66,1,1,4825.785,7,88,1,1,4524.708,2,87,0,1,4540,1,88,0,1,71,9,1,4109.667,4282.938,4810.783,4489.704,4521,0.8689268,0.1075513,0.0170422,0.0064797,0.2068707,0.769424,0.0171211,0.0065842,0.0750962,0.9111807,0.0079007,0.0058224,0.0205117,0.9679028,0.008465,0.0031205,0.0117231,0.9710241,0.0163681,0.0008848,"24033802404"
"510","24033802405",22555,24033802405,4534.95905160904,5987.84104133975,6,124,6552.12479556068,5739.90236290871,10,116,12389.6667120497,5687.84519204982,6,114,20362.7312158293,4279.45340684126,7,86,26072,3597,6,73,2.403e+10,4447.929622,2.403e+10,"MD","Prince George's County","Census Tract 8024.05",75725,47900,47894,0,5980.666,1,5792.943,23,91,1,1,5716.78,9,103,1,1,4293.547,2,82,0,1,4240,1,80,0,3,91,26,1,5999.542,5770.412,5685.455,4279.506,4230,0.7623915,0.2195168,0.0073755,0.0107162,0.1979857,0.7868342,0.0096108,0.0055693,0.0826633,0.902479,0.0090573,0.0058004,0.0276778,0.9629304,0.0072714,0.0021203,0.0156028,0.9463357,0.0323877,0.0056738,"24033802405"
"511","24033802406",22556,24033802406,1113.12927246094,1470.08839354803,1,30,1608.02017705005,1409.50891209578,2,28,3040.81371068123,1396.48531022005,1,28,19403,2359,3,48,29366,2090,4,42,2.403e+10,3010,2.403e+10,"MD","Prince George's County","Census Tract 8024.06",75725,47900,47894,0,1468.313,0,1422.532,6,22,0,0,1403.589,2,25,0,0,2435,2,45,0,1,2440,1,44,0,3,22,6,1,1490.786,1417.007,1395.893,2422,2421,0.7519522,0.217335,0.0201236,0.0105892,0.197744,0.787077,0.0096087,0.0055703,0.0825558,0.9026011,0.0090472,0.0057959,0.0404624,0.9384806,0.0132122,0.0078448,0.0251962,0.9103676,0.0603057,0.0041305,"24033802406"
"512","24033802407",22557,24033802407,2298.3916015625,2723.30849904768,3,55,5976.16838182141,2739.39008860291,6,55,10597.6615722101,2933.49280259924,3,59,12531.1791901588,3384.08849787712,9,68,30820,4327,13,87,2.403e+10,2449.969157,2.403e+10,"MD","Prince George's County","Census Tract 8024.07",99999,47900,47894,0,2708.168,0,2805.824,23,32,1,1,2900.565,10,47,0,1,3381.2,3,62,1,1,3695,2,69,1,2,51,3,0,2720.69,2793.693,2885.545,3366.758,3689,0.9343216,0.0503549,0.0087056,0.0066179,0.4036393,0.5727874,0.0140612,0.009512,0.1657658,0.8094094,0.018018,0.0068068,0.0478723,0.9263898,0.0156143,0.0101235,0.0206018,0.9373814,0.0298184,0.0121984,"24033802407"
"513","24033802408",22558,24033802408,1680.22131347656,1990.85357553264,2,40,4368.83158668759,2002.60989696207,4,40,7747.33837194624,2144.50718194293,2,43,9160.82145631313,2473.91167670488,6,50,23641,1658,7,33,2.403e+10,1791.03097,2.403e+10,"MD","Prince George's County","Census Tract 8024.08",99999,47900,47894,0,1979.785,0,2051.176,16,23,0,1,2120.435,7,34,0,1,2471.8,2,46,0,1,1783,1,31,1,2,37,2,0,1989.478,2042.307,2109.455,2461.242,1773,0.9344162,0.0502645,0.0087032,0.0066161,0.4036394,0.5727875,0.0140612,0.009512,0.1657657,0.8094093,0.018018,0.0068068,0.0478723,0.9263899,0.0156143,0.0101235,0.0276368,0.8826847,0.0665539,0.0231246,"24033802408"
"514","24033802501",22559,24033802501,2321.24292057753,2788.35121452921,5,54,3405.04824326727,2886.24054245422,3,58,6196.79330705882,2870.64420131572,5,58,21777.2063617706,3584.93079781532,5,73,28229,3388,5,68,2.403e+10,3260.389709,2.403e+10,"MD","Prince George's County","Census Tract 8025.01",75725,47900,47894,0,2770.341,0,2853.213,9,47,0,1,2976.149,4,55,0,1,3536,2,67,0,1,3167,1,59,0,2,30,24,1,2729,2838.993,2961.47,3519.024,3152,0.5412239,0.4360572,0.0164663,0.0062526,0.1560834,0.8267894,0.0105025,0.0066247,0.0621128,0.922088,0.0125465,0.0032528,0.0314983,0.9548808,0.0102157,0.0034052,0.0225254,0.9368655,0.0390228,0.0015863,"24033802501"
"515","24033802502",22560,24033802502,2707.85668945313,3250.63564861544,5,63,4017.95146176783,3405.75920752299,4,68,7312.20615613924,3387.35555001254,5,68,17614.7935620658,2905.06918964675,9,59,27735,2703,4,54,2.403e+10,2622.61028,2.403e+10,"MD","Prince George's County","Census Tract 8025.02",19825,47900,47894,0,3229.778,0,3366.787,10,55,0,1,3511.851,4,64,0,1,3020,2,57,0,1,2406,1,44,0,3,35,27,1,3160.031,3350.007,3494.53,3002.976,2398,0.5613868,0.4208819,0.0114124,0.0063189,0.1560834,0.8267895,0.0105025,0.0066247,0.0621128,0.922088,0.0125465,0.0032528,0.0293565,0.9506409,0.0183321,0.0016707,0.0141785,0.9161801,0.0658882,0.0037531,"24033802502"
"516","24033802600",22561,24033802600,3676.04174804688,1882.06817004005,7,36,5550.53447397891,4367.55274478006,7,88,11133.6552560242,3844.19688795586,6,77,18529.5919866562,3235.57952022552,7,65,22440,2976,3,60,2.403e+10,2058.732457,2.403e+10,"MD","Prince George's County","Census Tract 8026",19825,47900,47894,0,1747.7,0,4375.453,14,72,0,1,3742.488,7,68,0,0,3313.569,2,62,1,1,3280,2,59,0,4,10,24,0,1746.539,4344.841,3731.626,3282.573,3260,0.2937237,0.6973792,0,0.0088971,0.1570455,0.8302273,0.0093182,0.0034091,0.0886478,0.9047367,0.0042339,0.0023816,0.0377703,0.9430399,0.0094426,0.0097472,0.0285276,0.9030675,0.0650307,0.0033742,"24033802600"
