"","Geo_FIPS","X","fips10","incpc.0","dpov.0","npov.0","pop.0","incpc.1","dpov.1","npov.1","pop.1","incpc.2","dpov.2","npov.2","pop.2","incpc.3","dpov.3","npov.3","pop.3","incpc.4","dpov.4","npov.4","pop.4","trtid10","trctpop7","tractid","state","county","tract","placefp10","cbsa10","metdiv10","ccflag10","pop70","asian70","pop80","nhwht80","nhblk80","asian80","hisp80","pop90","nhwht90","nhblk90","asian90","hisp90","pop00","nhwht00","nhblk00","asian00","hisp00","pop10","nhwht10","nhblk10","asian10","hisp10","nhwht70","nhblk70","hisp70","wbha70","wbha80","wbha90","wbha00","wbha10","pw70","pb70","ph70","pa70","pw80","pb80","ph80","pa80","pw90","pb90","ph90","pa90","pw00","pb00","ph00","pa00","pw10","pb10","ph10","pa10","trtid10str"
"1","11001000100",11505,11001000100,10685.271484375,5406.55251444028,8,108,26363.0722272473,4618.73309303224,9,94,53436.9996642666,4647.99997079759,9,94,94722,4674,5,93,109518,4784,7,96,1.1e+10,5480,1.1e+10,"DC","District of Columbia","Census Tract 1",50000,47900,47894,1,5406.553,1,4717.173,86,3,1,4,4706,84,3,3,5,4674,81,4,4,4,4890,84,2,5,6,100,3,5,5427.611,4679.388,4700,4636,4855,0.9252689,0.0245043,0.0449553,0.0052714,0.9235019,0.0299618,0.0380365,0.0084998,0.8882979,0.0312766,0.0495745,0.0308511,0.8755392,0.0420621,0.041415,0.0409836,0.8654995,0.0240989,0.0609681,0.0494336,"11001000100"
"2","11001000201",11506,11001000201,2538.64331054688,2217.18999002591,5,51,4050.99242402624,1182.45184268874,4,45,5285.99992123246,117.999998241663,1,77,5803,201,3,89,2596,0,0,85,1.1e+10,3133,1.1e+10,"DC","District of Columbia","Census Tract 2.01",50000,47900,47894,1,2217.19,0,2265.438,41,1,1,2,3836,57,7,6,5,4467,77,5,6,2,3916,55,6,12,6,42,1,4,2312.124,2252.82,3812,4465,3895,0.8983082,0.0121101,0.079148,0.0104337,0.905107,0.029654,0.0490939,0.016145,0.7502623,0.0973242,0.0697796,0.0826338,0.8627099,0.0535274,0.0167973,0.0669653,0.703466,0.0741977,0.0706033,0.151733,"11001000201"
"3","11001000202",11507,11001000202,4301.48095703125,3756.80997008812,8,86,6864.00750309874,2003.54813603963,7,77,46195.9999158019,3645.9999933547,15,73,70127,3857,19,77,76526,3430,10,91,1.1e+10,2990,1.1e+10,"DC","District of Columbia","Census Tract 2.02",50000,47900,47894,1,3756.81,1,3838.562,69,2,1,4,3639,65,1,2,4,3850,66,1,5,4,5425,89,4,9,7,70,1,3,3778.876,3817.18,3629,3810,5396,0.9322878,0.0124376,0.0444577,0.0108169,0.9051071,0.029654,0.0490939,0.016145,0.900248,0.0165335,0.049876,0.0333425,0.8698162,0.0186352,0.0498688,0.0616798,0.8224611,0.0328021,0.0635656,0.0811712,"11001000202"
"4","11001000300",11508,11001000300,6317.16845703125,5477.00005025138,13,99,12791.0001173572,5224.00004793011,22,104,28347.0002600832,5738.00005264605,22,115,48588,5750,18,115,64259,5664,14,113,1.1e+10,5328,1.1e+10,"DC","District of Columbia","Census Tract 3",50000,47900,47894,1,5477,2,5240,97,2,2,3,5738,101,4,4,6,5706,95,4,8,6,6233,104,4,9,8,104,1,2,5421,5198,5724,5645,6204,0.9583102,0.0103302,0.0175244,0.0138351,0.9322817,0.017122,0.0307811,0.0198153,0.8815514,0.0324948,0.0496157,0.0363382,0.8373782,0.0350753,0.0573959,0.0701506,0.8359123,0.0288524,0.0651193,0.0701161,"11001000300"
"5","11001000400",11509,11001000400,14922.0002479553,897.313849116214,1,17,23177.8660835575,1510.32124714837,3,30,52794.8766855898,1312.17414463063,1,27,107152,1501,1,30,102247,1296,1,26,1.1e+10,915,1.1e+10,"DC","District of Columbia","Census Tract 4",50000,47900,47894,1,1027.062,0,1505.199,27,1,1,1,1249.645,20,1,1,2,1510,24,1,2,2,1455,23,1,2,2,18,1,1,1002.998,1483.201,1243.96,1472,1442,0.9212379,0.0309073,0.0269193,0.0209354,0.8977399,0.0382108,0.0415483,0.022501,0.8172126,0.0365575,0.0868241,0.0594059,0.8077446,0.0455163,0.0835598,0.0631794,0.79681,0.036061,0.0852982,0.0818308,"11001000400"
"6","11001000501",11510,11001000501,6338.28558349609,4496.27479151821,5,86,19622.0629228646,2729.94580714901,2,55,37058.1228892574,2762.82582933155,4,55,52725,2618,3,55,64416,3221,9,68,1.1e+10,3128,1.1e+10,"DC","District of Columbia","Census Tract 5.01",50000,47900,47894,1,4421.536,1,2734.628,46,3,2,4,2843.355,48,3,2,4,2765,45,3,4,3,3376,54,3,6,5,77,2,5,4253.776,2703.411,2834.04,2739,3361,0.8996712,0.0293857,0.0533643,0.0175789,0.8441364,0.0470232,0.0785629,0.0302776,0.8427617,0.0513486,0.0666872,0.0392025,0.826214,0.0525739,0.0573202,0.0638919,0.8000595,0.0416543,0.0687295,0.0895567,"11001000501"
"7","11001000502",11511,11001000502,3501.6103515625,2827.80286278905,3,54,17844.3435213983,3398.11034293104,5,68,38233.9531836535,3616.05941679444,2,72,65106,3062,3,61,94550,3241,5,65,1.1e+10,3759,1.1e+10,"DC","District of Columbia","Census Tract 5.02",50000,47900,47894,1,2775.676,1,3393.372,58,2,1,6,3616.059,61,2,3,7,3112,53,2,3,4,3189,51,2,5,5,50,1,5,2862.8,3360.206,3607.531,3087,3170,0.8652368,0.0230544,0.0953612,0.0163477,0.8632261,0.034123,0.0868584,0.0157924,0.8418702,0.0315209,0.0919359,0.034673,0.8526077,0.0272109,0.0719145,0.0482669,0.8044164,0.0347003,0.085489,0.0753943,"11001000502"
"8","11001000600",11512,11001000600,8614.4951171875,4866.00001494083,4,89,17230.0000529039,4365.00001340253,6,91,47281.0001451741,4399.00001350693,4,99,59853,4290,4,99,89389,4040,4,96,1.1e+10,4866,1.1e+10,"DC","District of Columbia","Census Tract 6",50000,47900,47894,1,4866,2,4551,79,3,2,6,4960,79,8,3,9,4919,73,13,4,7,4539,73,5,5,7,87,4,8,5026,4504,4947,4875,4506,0.8651015,0.0360127,0.0797851,0.0191007,0.8741119,0.0364121,0.0670515,0.0224245,0.7992723,0.0824742,0.0865171,0.0317364,0.7526154,0.1349744,0.0678974,0.0445128,0.8093653,0.057257,0.0736795,0.0596982,"11001000600"
"9","11001000701",11513,11001000701,5913.22509765625,5387.43377083085,8,110,20583.0005048445,5535.00013575835,10,111,41724.0010233751,4462.0001094406,4,89,55832,4395,5,88,90234,4585,1,92,1.1e+10,4800,1.1e+10,"DC","District of Columbia","Census Tract 7.01",50000,47900,47894,1,5387.434,1,5559,101,2,2,5,4578,73,4,3,11,4395,70,3,6,8,4620,72,5,7,8,101,2,3,5353.359,5500,4571,4349,4577,0.9410914,0.0147571,0.0317558,0.0123958,0.916,0.022,0.0427273,0.0192727,0.8002625,0.0446292,0.1170422,0.0380661,0.8077719,0.0395493,0.0862267,0.0664521,0.7828272,0.0535285,0.0889229,0.0747214,"11001000701"
"10","11001000702",11514,11001000702,3175.99829315022,2893.58904299887,4,59,16761.1096274359,2834.01833331981,5,57,24902.2891942953,3426.02817392565,8,69,33699,3282,12,66,50863,3106,5,62,1.1e+10,3481,1.1e+10,"DC","District of Columbia","Census Tract 7.02",50000,47900,47894,1,2893.589,1,2839.02,49,2,1,3,3320.03,51,4,5,6,3326,46,5,6,7,3364,50,4,5,7,53,1,2,2852.641,2789.019,3307.029,3219,3339,0.9293143,0.0147232,0.0434685,0.0124941,0.8845468,0.0297597,0.0623878,0.0233058,0.7768379,0.0565465,0.0973688,0.0692467,0.722274,0.0720721,0.1112147,0.0944393,0.7520216,0.0613956,0.1069182,0.0796646,"11001000702"
"11","11001000801",11515,11001000801,6323.765625,4488.61235954624,7,97,21919.1285312513,3665.43098757869,3,80,57927.7126505006,5637.97203292919,9,119,69298,5975,9,134,82345,5794,8,126,1.1e+10,5216,1.1e+10,"DC","District of Columbia","Census Tract 8.01",50000,47900,47894,1,4488.612,1,3945.313,73,1,1,3,5927.971,104,4,4,6,6721,107,6,10,10,6709,106,7,9,11,85,1,5,4574.409,3908.119,5919.971,6632,6667,0.9271142,0.0142095,0.0524658,0.0062104,0.9326671,0.0164168,0.0397335,0.0111825,0.8792229,0.0349662,0.0538851,0.0319257,0.8050362,0.0476478,0.0756936,0.0716224,0.7925604,0.0520474,0.0857957,0.0695965,"11001000801"
"12","11001000802",11516,11001000802,4360.89404296875,3095.36516728987,5,67,18857.7627595611,2656.55083952782,6,54,38659.9995313733,2635.99996804708,5,54,53947,2806,8,56,77035,2595,4,52,1.1e+10,2368,1.1e+10,"DC","District of Columbia","Census Tract 8.02",50000,47900,47894,1,3095.365,0,2780.667,51,1,1,2,2691,46,2,2,3,2806,46,2,4,3,2869,44,2,6,5,59,1,2,3116.591,2758.861,2683,2779,2851,0.9446219,0.014118,0.0349741,0.006286,0.9329963,0.0216904,0.0325192,0.0127942,0.8602311,0.0380171,0.0607529,0.0409989,0.8290752,0.0334653,0.0586542,0.0788053,0.7755173,0.0410382,0.0810242,0.1024202,"11001000802"
"13","11001000901",11517,11001000901,5172.40576171875,5311.76875751894,4,101,15821.0000255551,3509.00000566796,4,112,33594.0000542631,3706.00000598616,3,138,55243,3924,3,144,63301,3758,4,156,1.1e+10,6790,1.1e+10,"DC","District of Columbia","Census Tract 9.01",50000,47900,47894,1,5311.769,1,5625,99,6,2,5,6844,116,6,7,8,7208,113,8,8,8,7175,116,6,12,9,99,2,2,5200.383,5608,6821,6855,7123,0.9553142,0.0171141,0.022306,0.0052656,0.8808845,0.0554565,0.0468973,0.0167618,0.8472365,0.0417827,0.0609881,0.0499927,0.8249453,0.0598104,0.0598104,0.055434,0.8152464,0.0422575,0.0612102,0.081286,"11001000901"
"14","11001000902",11518,11001000902,3327.57470703125,3417.2312629955,2,65,18809.0000656897,1866.00000651693,2,37,44028.000153766,1912.00000667758,2,38,69932,1967,1,39,94213,2228,3,45,1.1e+10,1939,1.1e+10,"DC","District of Columbia","Census Tract 9.02",50000,47900,47894,1,3417.231,0,1854,34,1,1,1,1955,35,2,1,1,1973,34,2,1,2,2092,36,2,2,2,65,1,1,3360.617,1842,1955,1960,2077,0.9676796,0.0172587,0.0098196,0.0052421,0.9201955,0.0320304,0.0266015,0.0211726,0.8859335,0.0465473,0.0347826,0.0327366,0.8591837,0.0591837,0.0454082,0.0362245,0.8550794,0.0409244,0.0515166,0.0524795,"11001000902"
"15","11001001001",11519,11001001001,8047.3779296875,6575.00001071603,4,134,15441.000025166,6158.0000100364,8,127,32363.0000527457,5982.00000974955,9,126,59780,6062,6,121,60550,7089,11,161,1.1e+10,6575,1.1e+10,"DC","District of Columbia","Census Tract 10.01",50000,47900,47894,1,6575,2,6267,115,3,2,4,6320,109,5,5,7,6062,104,4,5,6,7436,118,7,12,10,124,1,5,6615,6225,6312,6029,7382,0.9401361,0.0104308,0.0365835,0.0128496,0.9203213,0.026988,0.0343775,0.0183133,0.8637516,0.0408745,0.0564005,0.0389734,0.8651518,0.0369879,0.0535744,0.044286,0.802628,0.0482254,0.0693579,0.0797887,"11001001001"
"16","11001001002",11520,11001001002,7744.34228515625,3456.99987251209,6,63,11930.9995600063,1591.99994128992,4,40,32509.99880109,3410.99987420849,6,71,40553,3455,13,69,57309,3343,11,67,1.1e+10,3457,1.1e+10,"DC","District of Columbia","Census Tract 10.02",50000,47900,47894,1,3439,2,2071,36,3,1,1,3534,54,5,5,6,3465,48,5,8,7,3442,51,4,7,5,63,2,2,3463,2047,3518,3391,3413,0.9084609,0.0360959,0.0311868,0.0242564,0.8876404,0.0698583,0.0175867,0.0249145,0.7677658,0.0747584,0.0864127,0.0710631,0.7121793,0.0719552,0.1017399,0.1141256,0.7512453,0.0615294,0.0794023,0.107823,"11001001002"
"17","11001001100",11521,11001001100,7256.517578125,5003.99998092174,7,100,15055.9999425975,4427.9999831178,4,91,38745.9998522769,4218.99998391463,5,88,62717,4222,2,89,82107,4247,6,85,1.1e+10,5004,1.1e+10,"DC","District of Columbia","Census Tract 11",50000,47900,47894,1,5004,3,4567,80,3,3,4,4415,77,3,4,4,4428,72,6,6,4,4779,75,6,7,6,89,3,8,5186,4527,4403,4365,4740,0.8576938,0.0327806,0.0804088,0.0291169,0.8877844,0.036448,0.0408659,0.0349017,0.8784919,0.036566,0.0429253,0.0420168,0.8249714,0.0641466,0.045819,0.065063,0.7959915,0.0679325,0.064557,0.071519,"11001001100"
"18","11001001200",11522,11001001200,7977.98974609375,5119.99993726611,6,109,15715.9998074364,4909.99993983918,4,98,32254.9996047888,4825.99994086841,5,97,54979,4856,7,97,70629,5002,10,100,1.1e+10,5120,1.1e+10,"DC","District of Columbia","Census Tract 12",50000,47900,47894,1,5120,3,4910,82,5,2,7,4826,79,5,4,8,4856,75,6,7,7,5008,76,6,9,8,91,2,7,5149,4800,4811,4806,4968,0.8852204,0.0207807,0.068557,0.0254418,0.8495833,0.0504167,0.0764583,0.0235417,0.8181251,0.0542507,0.0833507,0.0442735,0.7788181,0.0663754,0.0769871,0.0778194,0.7659017,0.0621981,0.080314,0.0915862,"11001001200"
"19","11001001301",11523,11001001301,7012.65234375,5867.68026271323,6,115,21655.0000009848,3511.00000015966,6,70,48774.000002218,3622.00000016471,4,74,70977,3681,6,75,75391,4228,9,88,1.1e+10,3462,1.1e+10,"DC","District of Columbia","Census Tract 13.01",50000,47900,47894,1,5867.68,1,3515,61,5,1,2,3693,63,5,3,3,3747,58,6,6,4,3955,56,8,8,6,107,4,3,5797.16,3472,3685,3709,3927,0.9237282,0.0376046,0.0260472,0.0126199,0.8801844,0.0740207,0.0334101,0.0123848,0.8518317,0.0721845,0.0412483,0.0347354,0.7799946,0.0781882,0.0560798,0.0857374,0.7181054,0.1023682,0.0738477,0.1056786,"11001001301"
"20","11001001302",11524,11001001302,4012.44143676758,3351.67591005869,4,65,19948.6576905862,5671.8899198385,7,113,43610.0494279934,6174.94086520577,4,124,55901,6339,5,127,72996,7012,9,140,1.1e+10,6146,1.1e+10,"DC","District of Columbia","Census Tract 13.02",50000,47900,47894,1,3348.794,1,5673.628,94,8,3,8,6175.941,100,9,6,9,6294,100,8,8,8,6857,104,8,14,10,59,2,6,3422.428,5612.794,6146.469,6223,6809,0.8683894,0.0359394,0.0832742,0.012397,0.8372626,0.0670504,0.0728938,0.0227933,0.8144395,0.0691922,0.0711528,0.0452156,0.8026675,0.0655632,0.0658846,0.0658846,0.7664855,0.0597738,0.0709355,0.1028051,"11001001302"
"21","11001001401",11525,11001001401,3377.86987304688,3028.57284339565,5,65,6454.81368930992,2854.04334752891,5,59,34311.0001467915,3068.00001312571,2,62,60740,3150,2,63,82826,3149,4,63,1.1e+10,3389,1.1e+10,"DC","District of Columbia","Census Tract 14.01",50000,47900,47894,1,3028.573,1,2933.207,51,4,2,2,3077,52,3,3,3,3150,50,3,4,4,3078,48,4,5,4,54,3,1,2985.682,2900.337,3067,3119,3057,0.9063256,0.0445459,0.024785,0.0243435,0.8737431,0.0619314,0.0363927,0.027933,0.8500163,0.0495598,0.0521682,0.0482556,0.8034626,0.0535428,0.0711767,0.0718179,0.7831207,0.069349,0.0686948,0.0788355,"11001001401"
"22","11001001402",11526,11001001402,3918.64428710938,3513.42715442777,6,75,7488.18630605111,3310.95665041993,5,68,30023.9998706756,2652.99998857256,4,57,39096,2707,7,78,80824,2925,4,59,1.1e+10,3153,1.1e+10,"DC","District of Columbia","Census Tract 14.02",50000,47900,47894,1,3513.427,2,3402.793,59,4,2,2,2863,46,6,2,3,3925,59,12,3,4,2998,44,8,4,5,63,3,1,3446.318,3364.663,2858,3890,2985,0.9108272,0.0449755,0.0197312,0.0244661,0.873743,0.0619314,0.0363927,0.027933,0.8009097,0.1095171,0.0528341,0.036739,0.7578406,0.1496144,0.0529563,0.0395887,0.7309883,0.1293132,0.0777219,0.0619765,"11001001402"
"23","11001001500",11527,11001001500,9813.716796875,6225.00001783405,1,133,16481.0000472166,5571.0000159604,3,112,36452.0001044316,5521.00001581716,2,111,56064,5561,2,113,85089,5615,3,114,1.1e+10,6225,1.1e+10,"DC","District of Columbia","Census Tract 15",50000,47900,47894,1,6225,1,5579,96,10,2,3,5570,94,12,2,3,5649,91,14,3,4,5911,93,14,4,6,117,3,4,6253,5539,5548,5607,5866,0.9326723,0.0265473,0.0324644,0.008316,0.8640549,0.0915328,0.0231089,0.0213035,0.8460706,0.1074261,0.0252343,0.0212689,0.8139825,0.1219904,0.0329945,0.0310326,0.7913399,0.1191613,0.0518241,0.0376747,"11001001500"
"24","11001001600",11528,11001001600,8414.794921875,5913.00001146102,4,101,16062.0000311326,5095.00000987551,3,102,32166.0000623466,4445.00000861563,2,90,50968,3986,4,81,61298,4448,3,89,1.1e+10,5913,1.1e+10,"DC","District of Columbia","Census Tract 16",50000,47900,47894,1,5913,1,5101,32,67,1,2,4485,23,64,1,2,4030,17,60,1,3,3957,19,54,1,4,58,57,0,5802,5058,4462,3986,3928,0.5032747,0.4877628,0.00293,0.0060324,0.3127719,0.6627125,0.0160142,0.0085014,0.2563873,0.7138055,0.0170327,0.0127745,0.2117411,0.7471149,0.0326141,0.0085299,0.2367617,0.6937373,0.0509165,0.0185845,"11001001600"
"25","11001001702",11529,11001001702,3087.65869140625,3589.56135308663,4,68,5649.75870754772,3669.24765361621,6,74,20467.9999422174,2585.99999269954,2,52,26896,2163,2,43,48059,2465,5,49,1.1e+10,2727,1.1e+10,"DC","District of Columbia","Census Tract 17.02",50000,47900,47894,1,3589.561,1,3703.574,13,58,1,1,2604,10,40,1,2,2240,8,34,1,3,2644,18,28,2,4,24,46,2,3623.295,3671.087,2587,2225,2626,0.3380901,0.6295375,0.0206994,0.0116731,0.171648,0.7964602,0.0195358,0.012356,0.189022,0.7645922,0.0340162,0.0123695,0.1757303,0.7541573,0.0575281,0.0125843,0.3495811,0.5338919,0.0807312,0.0357959,"11001001702"
"26","11001001803",11530,11001001803,3765.052734375,4781.79868166052,6,101,12680.0000878365,2822.00001954846,5,57,19540.0001353568,2707.00001875184,5,54,24489,3066,7,61,29784,2965,8,59,1.1e+10,2847,1.1e+10,"DC","District of Columbia","Census Tract 18.03",50000,47900,47894,1,4781.799,1,2848,6,49,1,1,2743,4,46,0,4,3066,3,44,1,13,3514,4,48,2,17,19,75,2,4791.701,2810,2732,3048,3495,0.1955464,0.7782205,0.0200346,0.0061983,0.1081851,0.8654804,0.0170819,0.0092527,0.0772328,0.8484626,0.067716,0.0065886,0.0561024,0.7145669,0.2119423,0.0173885,0.0543634,0.6821173,0.2397711,0.0237482,"11001001803"
"27","11001001804",11531,11001001804,1939.45483398438,2463.20113045608,3,52,9097.99998120015,4178.99999136463,9,84,16328.9999662582,4226.99999126545,8,85,20102,4156,14,83,22387,4809,26,96,1.1e+10,4398,1.1e+10,"DC","District of Columbia","Census Tract 18.04",50000,47900,47894,1,2463.201,0,4205,4,76,0,3,4237,2,72,0,9,4156,2,60,1,20,4480,4,60,1,24,10,38,3,2547.299,4157,4199,4130,4444,0.1994269,0.7364663,0.0581007,0.0060061,0.0478711,0.9165263,0.031032,0.0045706,0.0252441,0.8611574,0.1100262,0.0035723,0.0230024,0.7239709,0.2428571,0.0101695,0.0416292,0.6725923,0.2725022,0.0132763,"11001001804"
"28","11001001901",11532,11001001901,2069.82006835938,4016.22434009941,7,80,7772.00000113097,4910.0000007145,6,98,16687.0000024283,4357.00000063403,5,87,21975,3940,9,79,27077,4174,9,84,1.1e+10,5474,1.1e+10,"DC","District of Columbia","Census Tract 19.01",50000,47900,47894,1,4016.224,0,4876,3,93,0,1,4383,2,82,0,3,3949,2,72,0,5,4016,6,61,1,12,7,72,3,4145.73,4844,4371,3936,3999,0.0878012,0.8681222,0.0414885,0.0025882,0.0282824,0.9582989,0.010322,0.0030966,0.0253946,0.9400595,0.0304278,0.0041181,0.0203252,0.9153963,0.0617378,0.0025407,0.0712678,0.7631908,0.1562891,0.0092523,"11001001901"
"29","11001001902",11533,11001001902,2366.95434570313,4592.77593844,8,92,9149.00004260335,2586.000012042,3,53,16058.0000747759,2489.00001159031,3,51,29157,2039,4,41,30755,2121,3,42,1.1e+10,3135,1.1e+10,"DC","District of Columbia","Census Tract 19.02",50000,47900,47894,1,4592.776,0,2682,5,48,0,1,2510,2,47,0,1,2062,2,38,0,1,1969,4,32,1,4,8,83,2,4654.27,2656,2496,2055,1961,0.0855129,0.8907949,0.0210559,0.0026363,0.0850904,0.9002259,0.0116717,0.003012,0.0492788,0.9354968,0.0124199,0.0028045,0.0491484,0.9167883,0.0306569,0.0034063,0.0902601,0.8041815,0.09128,0.0142784,"11001001902"
"30","11001002001",11534,11001002001,1537.61218261719,2344.12281712395,5,50,5821.50379444615,1293.60542178373,2,26,18810.0003120425,2337.00003876892,7,49,26287,2463,9,50,42555,2668,4,53,1.1e+10,2852,1.1e+10,"DC","District of Columbia","Census Tract 20.01",50000,47900,47894,1,2344.123,0,1395.865,5,21,1,1,2425,9,34,1,5,2435,7,30,1,10,2340,9,24,1,13,8,36,2,2363.23,1377.983,2402,2416,2318,0.169683,0.7688629,0.0512011,0.010253,0.1857259,0.7445255,0.0486618,0.0210868,0.1827644,0.703164,0.0953372,0.0187344,0.1481788,0.6312086,0.205298,0.0153146,0.1902502,0.509491,0.2713546,0.0289042,"11001002001"
"31","11001002002",11535,11001002002,2198.08227539063,3351.02361905399,7,71,7848.00005527446,4350.0000306376,9,90,14947.0001052736,3910.00002753863,6,79,22360,3679,7,75,39535,3593,8,72,1.1e+10,4694,1.1e+10,"DC","District of Columbia","Census Tract 20.02",50000,47900,47894,1,3351.024,1,4314,7,76,0,2,3992,8,67,1,4,3781,6,56,1,12,3813,12,46,1,16,13,52,4,3491.638,4257,3969,3731,3762,0.1916006,0.7414858,0.0569933,0.0099203,0.0812779,0.8954663,0.0204369,0.0028189,0.0975057,0.8488284,0.0450995,0.0085664,0.087108,0.7445725,0.1562584,0.0120611,0.1533759,0.6172249,0.2110579,0.0183413,"11001002002"
"32","11001002101",11536,11001002101,3912.1513671875,6253.00008808135,17,122,6843.00009639224,5764.00008119317,14,116,12683.000178656,5228.00007364294,14,106,16380,5155,20,105,21511,4735,16,95,1.1e+10,6253,1.1e+10,"DC","District of Columbia","Census Tract 21.01",50000,47900,47894,1,6253,0,5816,3,111,0,2,5287,1,100,1,4,5233,1,85,1,16,5309,5,66,2,33,6,116,2,6197,5793,5264,5203,5288,0.0495401,0.9340003,0.0129095,0.0035501,0.0243397,0.9573624,0.0153634,0.0029346,0.0106383,0.9469985,0.0359043,0.006459,0.0124928,0.8204882,0.1560638,0.0109552,0.0491679,0.6193268,0.3122163,0.019289,"11001002101"
"33","11001002102",11537,11001002102,4403.740234375,6611.99993457226,15,155,8468.99991619668,5487.99994569458,14,111,16431.9998374004,5069.99994983082,7,102,19767,4623,8,93,26633,4314,11,87,1.1e+10,6612,1.1e+10,"DC","District of Columbia","Census Tract 21.02",50000,47900,47894,1,6612,1,5545,4,105,0,1,5089,2,97,0,3,4631,1,83,0,7,4648,6,72,1,14,7,120,2,6481,5514,5069,4611,4621,0.0512267,0.9296405,0.0149668,0.004166,0.0344577,0.9515778,0.0117882,0.0021763,0.0149931,0.9522588,0.0282107,0.0045374,0.0160486,0.9047929,0.0748211,0.0043375,0.0601601,0.7764553,0.156676,0.0067085,"11001002102"
"34","11001002201",11538,11001002201,3789.07397460938,4783.00000222726,14,79,7216.00000336021,3998.00000186171,7,80,13061.000006082,3625.00000168802,7,73,17884,3498,9,70,26212,3495,2,70,1.1e+10,4783,1.1e+10,"DC","District of Columbia","Census Tract 22.01",50000,47900,47894,1,4783,0,4008,2,77,0,1,3652,1,68,0,4,3505,1,60,0,9,3442,5,46,1,16,4,91,0,4784,3986,3637,3498,3427,0.0390886,0.9561037,0.0035535,0.0012542,0.0218264,0.9626192,0.0145509,0.0010035,0.0159472,0.931262,0.0503162,0.0024746,0.0082905,0.8567753,0.1303602,0.004574,0.0662387,0.6761016,0.2401517,0.017508,"11001002201"
"35","11001002202",11539,11001002202,4210.4013671875,3772.99998836027,5,81,7708.99997621769,3481.99998925801,6,70,13621.999957976,3296.99998982874,8,66,20408,3000,9,60,26406,2921,6,59,1.1e+10,3773,1.1e+10,"DC","District of Columbia","Census Tract 22.02",50000,47900,47894,1,3773,0,3520,2,67,0,1,3297,1,62,0,3,3013,1,55,0,4,3087,3,44,1,13,7,68,0,3746,3484,3287,2987,3071,0.093433,0.9022958,0.0024026,0.0018687,0.0241102,0.9638346,0.0100459,0.0020092,0.0164284,0.9443262,0.0383328,0.0009127,0.0097087,0.9173083,0.0703047,0.0026783,0.0566591,0.7199609,0.2110062,0.0123738,"11001002202"
"36","11001002301",11540,11001002301,3858.21362304688,4159.99998668209,6,83,7001.99997758365,3594.99998849089,6,73,13641.9999563262,3302.99998942571,6,67,22667,2986,11,60,29152,2987,7,60,1.1e+10,4160,1.1e+10,"DC","District of Columbia","Census Tract 23.01",50000,47900,47894,1,4160,0,3730,1,72,0,1,3343,1,64,0,2,2995,1,53,0,5,2974,7,43,1,8,4,79,1,4203,3716,3339,2973,2958,0.0513919,0.9348085,0.0114204,0.0023793,0.0182992,0.9712056,0.0099569,0.0005382,0.01767,0.9562743,0.0239593,0.0020964,0.0144635,0.8953919,0.082072,0.0080727,0.1254226,0.7241379,0.1359026,0.0145368,"11001002301"
"37","11001002302",11541,11001002302,2818.92993164063,3099.00010779163,4,61,8707.0003028531,2704.00009405246,10,61,17812.0006195497,1151.00004003491,3,88,27324,1136,5,27,28167,1299,8,39,1.1e+10,3099,1.1e+10,"DC","District of Columbia","Census Tract 23.02",50000,47900,47894,1,3099,0,2959,48,10,0,1,4417,50,35,1,3,1345,8,17,0,1,2036,20,18,1,2,54,6,0,3020,2950,4407,1323,2019,0.8956954,0.0927152,0.0066225,0.0049669,0.8169491,0.1633898,0.0159322,0.0037288,0.5631949,0.3977763,0.0294985,0.0095303,0.292517,0.6515495,0.0393046,0.0166289,0.4843982,0.4413076,0.0416048,0.0326894,"11001002302"
"38","11001002400",11542,11001002400,4045.1474609375,5081.00002179331,16,96,6429.00002757512,4217.00001808746,12,85,12202.0000523365,3853.0000165262,7,78,16012,3578,11,72,30463,3771,10,75,1.1e+10,5081,1.1e+10,"DC","District of Columbia","Census Tract 24",50000,47900,47894,1,5081,1,4230,2,80,0,1,3885,2,71,0,4,3580,2,60,0,9,3618,11,46,1,14,3,96,1,5074,4194,3876,3568,3597,0.0333071,0.9507292,0.0108396,0.0051242,0.029566,0.9513591,0.0138293,0.0052456,0.0291538,0.9130547,0.0528896,0.004902,0.0288677,0.8391256,0.1266816,0.0053251,0.1556853,0.6335835,0.1904365,0.0202947,"11001002400"
"39","11001002501",11543,11001002501,4730.6923828125,3011.00002593896,4,51,7325.00006310293,2633.00002268259,7,54,15308.0001318743,2313.00001992588,4,46,24892,2374,6,48,31502,2295,13,46,1.1e+10,3011,1.1e+10,"DC","District of Columbia","Census Tract 25.01",50000,47900,47894,1,3011,0,2690,4,49,0,1,2389,4,38,0,5,2392,4,33,0,11,2554,9,29,1,12,4,55,0,2999,2667,2380,2382,2528,0.0683561,0.9233078,0.0036679,0.0046682,0.0678665,0.9148856,0.0146232,0.0026247,0.0890756,0.8058823,0.1016807,0.0033613,0.0776658,0.6914358,0.2241814,0.006717,0.1831487,0.5704114,0.2329905,0.0134494,"11001002501"
